registry_name,source_field
forestry:wenge_hanging_sign,HANGING_SIGN
forestry:baobab_hanging_sign,HANGING_SIGN
forestry:sequoia_hanging_sign,HANGING_SIGN
forestry:kapok_hanging_sign,HANGING_SIGN
forestry:ebony_hanging_sign,HANGING_SIGN
forestry:elm_hanging_sign,HANGING_SIGN
forestry:mahogany_hanging_sign,HANGING_SIGN
forestry:balsa_hanging_sign,HANGING_SIGN
forestry:willow_hanging_sign,HANGING_SIGN
forestry:walnut_hanging_sign,HANGING_SIGN
forestry:greenheart_hanging_sign,HANGING_SIGN
forestry:hill_cherry_hanging_sign,HANGING_SIGN
forestry:mahoe_hanging_sign,HANGING_SIGN
forestry:poplar_hanging_sign,HANGING_SIGN
forestry:palm_hanging_sign,HANGING_SIGN
forestry:papaya_hanging_sign,HANGING_SIGN
forestry:pine_hanging_sign,HANGING_SIGN
forestry:plum_hanging_sign,HANGING_SIGN
forestry:maple_hanging_sign,HANGING_SIGN
forestry:citrus_hanging_sign,HANGING_SIGN
forestry:giganteum_hanging_sign,HANGING_SIGN
forestry:ipe_hanging_sign,HANGING_SIGN
forestry:padauk_hanging_sign,HANGING_SIGN
forestry:cocobolo_hanging_sign,HANGING_SIGN
forestry:fir_hanging_sign,HANGING_SIGN
forestry:coconut_hanging_sign,HANGING_SIGN
forestry:beech_hanging_sign,HANGING_SIGN
forestry:feijoa_hanging_sign,HANGING_SIGN
forestry:dogwood_hanging_sign,HANGING_SIGN
forestry:ginkgo_hanging_sign,HANGING_SIGN
forestry:jacaranda_hanging_sign,HANGING_SIGN
forestry:pewen_hanging_sign,HANGING_SIGN
forestry:macrocarpa_hanging_sign,HANGING_SIGN
forestry:olive_hanging_sign,HANGING_SIGN
forestry:orange_hanging_sign,HANGING_SIGN
forestry:pear_hanging_sign,HANGING_SIGN
forestry:kauri_hanging_sign,HANGING_SIGN
forestry:zebrawood_hanging_sign,HANGING_SIGN
forestry:larch_wall_hanging_sign,WALL_HANGING_SIGN
forestry:teak_wall_hanging_sign,WALL_HANGING_SIGN
forestry:acacia_desert_wall_hanging_sign,WALL_HANGING_SIGN
forestry:lime_wall_hanging_sign,WALL_HANGING_SIGN
forestry:chestnut_wall_hanging_sign,WALL_HANGING_SIGN
forestry:wenge_wall_hanging_sign,WALL_HANGING_SIGN
forestry:baobab_wall_hanging_sign,WALL_HANGING_SIGN
forestry:sequoia_wall_hanging_sign,WALL_HANGING_SIGN
forestry:kapok_wall_hanging_sign,WALL_HANGING_SIGN
forestry:ebony_wall_hanging_sign,WALL_HANGING_SIGN
forestry:elm_wall_hanging_sign,WALL_HANGING_SIGN
forestry:mahogany_wall_hanging_sign,WALL_HANGING_SIGN
forestry:balsa_wall_hanging_sign,WALL_HANGING_SIGN
forestry:willow_wall_hanging_sign,WALL_HANGING_SIGN
forestry:walnut_wall_hanging_sign,WALL_HANGING_SIGN
forestry:greenheart_wall_hanging_sign,WALL_HANGING_SIGN
forestry:hill_cherry_wall_hanging_sign,WALL_HANGING_SIGN
forestry:mahoe_wall_hanging_sign,WALL_HANGING_SIGN
forestry:poplar_wall_hanging_sign,WALL_HANGING_SIGN
forestry:palm_wall_hanging_sign,WALL_HANGING_SIGN
forestry:papaya_wall_hanging_sign,WALL_HANGING_SIGN
forestry:pine_wall_hanging_sign,WALL_HANGING_SIGN
forestry:plum_wall_hanging_sign,WALL_HANGING_SIGN
forestry:maple_wall_hanging_sign,WALL_HANGING_SIGN
forestry:citrus_wall_hanging_sign,WALL_HANGING_SIGN
forestry:giganteum_wall_hanging_sign,WALL_HANGING_SIGN
forestry:ipe_wall_hanging_sign,WALL_HANGING_SIGN
forestry:padauk_wall_hanging_sign,WALL_HANGING_SIGN
forestry:cocobolo_wall_hanging_sign,WALL_HANGING_SIGN
forestry:fir_wall_hanging_sign,WALL_HANGING_SIGN
forestry:coconut_wall_hanging_sign,WALL_HANGING_SIGN
forestry:beech_wall_hanging_sign,WALL_HANGING_SIGN
forestry:feijoa_wall_hanging_sign,WALL_HANGING_SIGN
forestry:dogwood_wall_hanging_sign,WALL_HANGING_SIGN
forestry:ginkgo_wall_hanging_sign,WALL_HANGING_SIGN
forestry:jacaranda_wall_hanging_sign,WALL_HANGING_SIGN
forestry:pewen_wall_hanging_sign,WALL_HANGING_SIGN
forestry:macrocarpa_wall_hanging_sign,WALL_HANGING_SIGN
forestry:olive_wall_hanging_sign,WALL_HANGING_SIGN
forestry:orange_wall_hanging_sign,WALL_HANGING_SIGN
forestry:pear_wall_hanging_sign,WALL_HANGING_SIGN
forestry:kauri_wall_hanging_sign,WALL_HANGING_SIGN
forestry:zebrawood_wall_hanging_sign,WALL_HANGING_SIGN
forestry:oak_default_leaves,LEAVES_DEFAULT
forestry:dark_oak_default_leaves,LEAVES_DEFAULT
forestry:birch_default_leaves,LEAVES_DEFAULT
forestry:lime_default_leaves,LEAVES_DEFAULT
forestry:walnut_default_leaves,LEAVES_DEFAULT
forestry:chestnut_default_leaves,LEAVES_DEFAULT
forestry:cherry_vanilla_default_leaves,LEAVES_DEFAULT
forestry:sour_cherry_default_leaves,LEAVES_DEFAULT
forestry:lemon_default_leaves,LEAVES_DEFAULT
forestry:plum_default_leaves,LEAVES_DEFAULT
forestry:maple_default_leaves,LEAVES_DEFAULT
forestry:spruce_default_leaves,LEAVES_DEFAULT
forestry:larch_default_leaves,LEAVES_DEFAULT
forestry:pine_default_leaves,LEAVES_DEFAULT
forestry:sequoia_default_leaves,LEAVES_DEFAULT
forestry:giant_sequoia_default_leaves,LEAVES_DEFAULT
forestry:jungle_default_leaves,LEAVES_DEFAULT
forestry:teak_default_leaves,LEAVES_DEFAULT
forestry:ipe_default_leaves,LEAVES_DEFAULT
forestry:kapok_default_leaves,LEAVES_DEFAULT
forestry:ebony_default_leaves,LEAVES_DEFAULT
forestry:zebrano_default_leaves,LEAVES_DEFAULT
forestry:mahogany_default_leaves,LEAVES_DEFAULT
forestry:acacia_vanilla_default_leaves,LEAVES_DEFAULT
forestry:camelthorn_default_leaves,LEAVES_DEFAULT
forestry:padauk_default_leaves,LEAVES_DEFAULT
forestry:balsa_default_leaves,LEAVES_DEFAULT
forestry:cocobolo_default_leaves,LEAVES_DEFAULT
forestry:wenge_default_leaves,LEAVES_DEFAULT
forestry:baobab_default_leaves,LEAVES_DEFAULT
forestry:mahoe_default_leaves,LEAVES_DEFAULT
forestry:willow_default_leaves,LEAVES_DEFAULT
forestry:greenheart_default_leaves,LEAVES_DEFAULT
forestry:papaya_default_leaves,LEAVES_DEFAULT
forestry:date_default_leaves,LEAVES_DEFAULT
forestry:poplar_default_leaves,LEAVES_DEFAULT
forestry:elm_default_leaves,LEAVES_DEFAULT
forestry:fir_default_leaves,LEAVES_DEFAULT
forestry:coconut_default_leaves,LEAVES_DEFAULT
forestry:beech_default_leaves,LEAVES_DEFAULT
forestry:feijoa_default_leaves,LEAVES_DEFAULT
forestry:dogwood_default_leaves,LEAVES_DEFAULT
forestry:ginkgo_default_leaves,LEAVES_DEFAULT
forestry:jacaranda_default_leaves,LEAVES_DEFAULT
forestry:pewen_default_leaves,LEAVES_DEFAULT
forestry:macrocarpa_default_leaves,LEAVES_DEFAULT
forestry:olive_default_leaves,LEAVES_DEFAULT
forestry:orange_default_leaves,LEAVES_DEFAULT
forestry:pear_default_leaves,LEAVES_DEFAULT
forestry:kauri_default_leaves,LEAVES_DEFAULT
forestry:oak_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:dark_oak_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:birch_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:lime_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:walnut_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:chestnut_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:cherry_vanilla_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:sour_cherry_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:lemon_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:plum_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:maple_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:spruce_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:larch_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:pine_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:sequoia_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:giant_sequoia_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:jungle_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:teak_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:ipe_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:kapok_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:ebony_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:zebrano_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:mahogany_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:acacia_vanilla_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:camelthorn_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:padauk_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:balsa_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:cocobolo_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:wenge_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:baobab_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:mahoe_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:willow_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:greenheart_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:papaya_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:date_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:poplar_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:elm_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:fir_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:coconut_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:beech_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:feijoa_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:dogwood_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:ginkgo_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:jacaranda_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:pewen_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:macrocarpa_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:olive_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:orange_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:pear_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:kauri_default_leaves_fruit,LEAVES_DEFAULT_FRUIT
forestry:oak_decorative_leaves,LEAVES_DECORATIVE
forestry:dark_oak_decorative_leaves,LEAVES_DECORATIVE
forestry:birch_decorative_leaves,LEAVES_DECORATIVE
forestry:lime_decorative_leaves,LEAVES_DECORATIVE
forestry:walnut_decorative_leaves,LEAVES_DECORATIVE
forestry:chestnut_decorative_leaves,LEAVES_DECORATIVE
forestry:cherry_vanilla_decorative_leaves,LEAVES_DECORATIVE
forestry:sour_cherry_decorative_leaves,LEAVES_DECORATIVE
forestry:lemon_decorative_leaves,LEAVES_DECORATIVE
forestry:plum_decorative_leaves,LEAVES_DECORATIVE
forestry:maple_decorative_leaves,LEAVES_DECORATIVE
forestry:spruce_decorative_leaves,LEAVES_DECORATIVE
forestry:larch_decorative_leaves,LEAVES_DECORATIVE
forestry:pine_decorative_leaves,LEAVES_DECORATIVE
forestry:sequoia_decorative_leaves,LEAVES_DECORATIVE
forestry:giant_sequoia_decorative_leaves,LEAVES_DECORATIVE
forestry:jungle_decorative_leaves,LEAVES_DECORATIVE
forestry:teak_decorative_leaves,LEAVES_DECORATIVE
forestry:ipe_decorative_leaves,LEAVES_DECORATIVE
forestry:kapok_decorative_leaves,LEAVES_DECORATIVE
forestry:ebony_decorative_leaves,LEAVES_DECORATIVE
forestry:zebrano_decorative_leaves,LEAVES_DECORATIVE
forestry:mahogany_decorative_leaves,LEAVES_DECORATIVE
forestry:acacia_vanilla_decorative_leaves,LEAVES_DECORATIVE
forestry:camelthorn_decorative_leaves,LEAVES_DECORATIVE
forestry:padauk_decorative_leaves,LEAVES_DECORATIVE
forestry:balsa_decorative_leaves,LEAVES_DECORATIVE
forestry:cocobolo_decorative_leaves,LEAVES_DECORATIVE
forestry:wenge_decorative_leaves,LEAVES_DECORATIVE
forestry:baobab_decorative_leaves,LEAVES_DECORATIVE
forestry:mahoe_decorative_leaves,LEAVES_DECORATIVE
forestry:willow_decorative_leaves,LEAVES_DECORATIVE
forestry:greenheart_decorative_leaves,LEAVES_DECORATIVE
forestry:papaya_decorative_leaves,LEAVES_DECORATIVE
forestry:date_decorative_leaves,LEAVES_DECORATIVE
forestry:poplar_decorative_leaves,LEAVES_DECORATIVE
forestry:elm_decorative_leaves,LEAVES_DECORATIVE
forestry:fir_decorative_leaves,LEAVES_DECORATIVE
forestry:coconut_decorative_leaves,LEAVES_DECORATIVE
forestry:beech_decorative_leaves,LEAVES_DECORATIVE
forestry:feijoa_decorative_leaves,LEAVES_DECORATIVE
forestry:dogwood_decorative_leaves,LEAVES_DECORATIVE
forestry:ginkgo_decorative_leaves,LEAVES_DECORATIVE
forestry:jacaranda_decorative_leaves,LEAVES_DECORATIVE
forestry:pewen_decorative_leaves,LEAVES_DECORATIVE
forestry:macrocarpa_decorative_leaves,LEAVES_DECORATIVE
forestry:olive_decorative_leaves,LEAVES_DECORATIVE
forestry:orange_decorative_leaves,LEAVES_DECORATIVE
forestry:pear_decorative_leaves,LEAVES_DECORATIVE
forestry:kauri_decorative_leaves,LEAVES_DECORATIVE
forestry:pods_cocoa,PODS
forestry:pods_dates,PODS
forestry:pods_papaya,PODS
forestry:pods_coconut,PODS
forestry:sapling_ge,SAPLING_GE
forestry:leaves,LEAVES
